Type,Name,Address,Grade,District,AGA Division,PS/MC/UC,City,Tags,place_id
Travel Agents,EDLEE TOURS TRAVELS (PRIVATE) LIMITED,"76,NEGOMBO BUS TERMINAL,NEGOMBO",Unrated,Gampaha,Negombo,Negombo Divisional Secretariat,Negombo,tour-operator travel-agents,396
Restaurants,EDWIN RESTAURANT,"204, LEWIS PLACE, NEGOMBO",B,Gampaha,Negombo,Negombo Divisional Secretariat,Negombo,restaurant restaurants,397
Travel Agents,EEL TRAVELS (PVT) LTD,"NO. 10/7, LAKE DRIVE ENCLAVE, COLOMBO 08",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,398
Travel Agents,EIGEN WEG TRAVELS AND TOURS (PVT) LTD,"NO.67/1/1,GALLE ROAD,DEHIWALA",Unrated,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,Dehiwala,tour-operator travel-agents,399
Travel Agents,EK TRAVELS AND TOURS,"NO : 35/5,NEW ROYAL GARDENS, MILL ROAD, NAGODA,KANDANA.",Unrated,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,Kandana.,tour-operator travel-agents,400
Restaurants,ELEPHANT BAY RESTAURANT,"PINNAWALAWATTA, PINNAWALA",A,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,Pinnawala,beach restaurant restaurants,401
Travel Agents,ELEPHANT ISLAND (PRIVATE) LTD,"NO. 91/1, RAJAGIRIYA ROAD. RAJAGIRIYA",Unrated,Colombo,Kotte Muncipal Council,Colombo Divisional Secretariat,Rajagiriya Road. Rajagiriya,tour-operator travel-agents,402
Restaurants,ELEPHANT PARK RESTAURANT,"PINNAWALA, RAMBUKKANA",A,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,Rambukkana,restaurant restaurants,403
Travel Agents,ELEPHANT TRAVELS AND TOURS HOLDINGS (PVT) LTD,"NO.52, JAWATTA ROAD, COLOMBO 05",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,404
Travel Agents,ELEPHANTLAND INTERNATIONAL TRAVELS{PVT}LTD,"NO. 27/14A, ROSMEAD PLACE, COLOMBO 07",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,405
Travel Agents,ELEVEN TOURS DMC (PVT) LTD,"M-15, GALADARAI HOTEL, NO.64, LOTUS ROAD, ECHELON SQUARE, COLOMBO 01",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,406
Travel Agents,EMIRATES TRAVELS AND TOURS (PVT) LTD,"18,DE SILVA PLACE,RATMALANA.",Unrated,Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat,Ratmalana.,tour-operator travel-agents,407
Travel Agents,ENCOUNTER LANKA TOURS (PVT) LTD,"NO. 16, 2ND LANE, NAWALA, RAJAGIRIYA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Rajagiriya,tour-operator travel-agents,408
Restaurants,ENJOLA RESTAURANT,"ALUGOLLA ROOD, KATUKENDA, BADALGAMA",B,Gampaha,Divulapitiya Pradeshiya Sabha,Divulapitiya Divisional Secretariat,Badalgama,restaurant restaurants,409
Travel Agents,ENJOY LANKA TOURS & TRAVELS,"NO.55/3, VINAYALANKARA MAWATHA, COLOMBO 10",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,410
Tourist Shops,ERIC SURIYASENA THE COLLECTION,"DAMBULLA ROAD, PALAPATHWALA, MATALE",Unrated,Matale,Matale,Matale Divisional Secretariat,Matale,tourist-shops,411
Travel Agents,ESCAPE HOLIDAYS (PVT) LTD,"21 MAITLAND CRESCENT, COLOMBO 07, SRI LANKA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Sri Lanka,tour-operator travel-agents,412
Travel Agents,ETHIC INTERNATIONAL TRAVELS (PVT)LTD,"UDESHI CITY COMPLEX,NO.14,MAKOLA ROAD,KIRIBATHGODA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Kiribathgoda,tour-operator travel-agents,413
Travel Agents,ETHOS TRAVEL COMPANY PVT LTD,"NO 18/B,PETERS MENDIS ROAD, KUDAPADUWA,NEGOMBO",Unrated,Gampaha,Negombo,Negombo Divisional Secretariat,Negombo,tour-operator travel-agents,414
Spice Gardens,EUPHORIA SPICE AND HERBAL(88),"ARUNALOKA FARM,MADAWALA ULPATHA,MATALE",Unrated,Matale,Matale,Matale Divisional Secretariat,Matale,garden spice-gardens wellness,415
Travel Agents,EURO ASIA TRAVELS (PVT) LTD,"NO.51/2, ANANDA COOMARASWAMY MAWATHA, COLOMBO 07",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,416
Travel Agents,EVERTON HOLIDAYS (PVT) LTD,"NO.106,DUTUGAMUNU STREET,DEHIWALA",Unrated,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,Dehiwala,tour-operator travel-agents,417
Travel Agents,EVERY NATION TRAVELS (PVT) LTD,"287/4, STANLEY THILAKARATNE MAWATHA, NUGEGODA.",Unrated,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,Nugegoda.,tour-operator travel-agents,418
Restaurants,EXCEL RESTAURANTS,"338, T.B. JAYAH MAWATHA, COLOMBO 10",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurants,419
Travel Agents,EXCITING TRAVEL HOLIDAYS (PRIVATE) LIMITED,"NO. 27/1, LIYANAGE MAWATHA, NAWALA, RAJAGIRIYA",Unrated,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,Rajagiriya,tour-operator travel-agents,420
Travel Agents,EXEMPLARY VOYAGES (PRIVATE) LIMITED,"NO 36, TEMPLE LANE, COLOMBO 03",Unrated,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo,tour-operator travel-agents,421
Travel Agents,EXOTIC GETAWAYS (PVT) LTD,"NO.106 1/1, THIMBIRIGASYAYA ROAD, COLOMBO 5",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,422
Travel Agents,EXOTIC GLOBAL HOLIDAYS (PRIVATE) LIMITED,"NO.40, VISAKA ROAD, COLOMBO 04",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,423
Travel Agents,EXOTIC HOLIDAYS INTERNATIONAL (PVT) LTD,"NO.7 BARNES AVENUE, MOUNT LAVINIA",Unrated,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,Mount Lavinia,tour-operator travel-agents,424
Travel Agents,EXOTIC ISLE TOURS,"NO:6/1, WATA MAWATHA, PILIYANDALA",Unrated,Colombo,Colombo,Kesbewa Divisional Secretariat,Piliyandala,tour-operator travel-agents,425
Travel Agents,EXOTIC LEISURE TOURS,"# 37,ELIBANK ROAD,COLOMBO 05",Unrated,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo,tour-operator travel-agents,426
Travel Agents,EXOTIC TOURS (PVT) LTD,"NO. 572/10, 2ND FLOOR, MADIWELA ROAD, THALAWATHUGODA",Unrated,Colombo,Dehiwala-Mount Lavinia,Moratuwa Divisional Secretariat,Thalawathugoda,tour-operator travel-agents,427
Travel Agents,EXOTIC VACATIONS (PVT) LTD,"NO.4,4TH LANE, NAWALA ROAD,NAWALA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Nawala,tour-operator travel-agents,428
Travel Agents,EXPECTATIONS (PVT) LTD,"NO. 363-10/2, PANNIPITIYA ROAD, THALAWATHUGODA",Unrated,Colombo,Kotte Muncipal Council,Colombo Divisional Secretariat,Thalawathugoda,tour-operator travel-agents,429
Travel Agents,EXPERIOR TRAVELS PVT LTD,"NO. 182 C2/1, GALLE ROAD, MOUNT LAVINIA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Mount Lavinia,tour-operator travel-agents,430
Travel Agents,EXPLORE THE WONDERS (PVT) LTD,"NO.424/2B, GALLE ROAD, COLOMBO 03.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 03.,tour-operator travel-agents,431
Travel Agents,EXPLORE VACATIONS & TRAVELS (PVT) LTD,"NO. 371/5, NEGOMBO ROAD, MUKALANGAMUWA, SEEDUWA",Unrated,Puttalam,Negombo,Negombo Divisional Secretariat,Seeduwa,tour-operator travel-agents,432
Travel Agents,F & F TRAVELS,"NO476 D/8,FIRST FLOOR ,MARADANA SHOPPING COMPLEX,COLOMBO 10",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,433
Travel Agents,F.I.T. TRAVELS (PVT) LTD,"NO 08, 2ND LANE, DEHIWALA",Unrated,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,Dehiwala,tour-operator travel-agents,434
Travel Agents,F.T.S. ISLAND HOLIDAYS PVT LTD,"128/1/1,THIMBIRIGASYAYA ROAD,COLOMBO 05",Unrated,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo,tour-operator travel-agents,435
Travel Agents,FAHAMAS TRAVELS,"NO.47,LUKMANJEE SQUARE,GRANDPASS ROAD,COLOMBO 14.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 14.,tour-operator travel-agents,436
Travel Agents,FAIR TRAVELS,"215, 1ST FLOOR , GRANDPASS ROAD, COLOMBO -14",Unrated,Kandy,Kandy,Kandy Divisional Secretariat,Colombo -,tour-operator travel-agents,437
Travel Agents,FAMICO TOURS & TRAVELS PRIVATE LIMITED,"NO.529 1/1, PERADENIYA ROAD, KANDY",Unrated,Kandy,Kandy,Kandy Divisional Secretariat,Kandy,tour-operator travel-agents,438
Travel Agents,FAR HOLIDAYS (PVT) LTD,"NO. 124, PARK ROAD, COLOMBO 05",Unrated,Colombo,Kotte Muncipal Council,Nugegoda Divisional Secretariat,Colombo,tour-operator travel-agents,439
Travel Agents,FARHA TRAVELS,"86 A,WATARAPPALA ROAD,MT LAVINIA",Unrated,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,Mt Lavinia,tour-operator travel-agents,440
Restaurants,FARM HOUSE RESTAURANT,"NO.341,GALLE ROAD,HIKKADUWA",A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,Hikkaduwa,restaurant restaurants,441
Restaurants,FAT PANDA,"31A,SEA AVENUE,COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurants,442
Travel Agents,FERNANDO LANKA TRAVELS,"171/12/B, HALMULLA, WELLAMPITIYA",Unrated,Colombo,Kolonna Pradeshiya Sabha,Kolonnawa Divisional Secretariat,Wellampitiya,tour-operator travel-agents,443
Travel Agents,FERNANDO TOURS,"NO : L01 /60,REALITY PLAZA,JA ELA",Unrated,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,Ja Ela,tour-operator travel-agents,444
Restaurants,FH HOLDINGS,"418,FIRST FLOOR,GALLE ROAD, COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurants,445
Travel Agents,FIGCO LANKA HOLIDAYS PVT. LTD,"923/4,CHILLAW ROAD,DALUWAKOTUWA,KOCHCHIKADE",Unrated,Gampaha,Negombo,Negombo Divisional Secretariat,Kochchikade,tour-operator travel-agents,446
Restaurants,FILL FAMILY RESTAURANT,"NO 83, COLOMBO ROAD, KANDANA",B,Gampaha,MC,Ja-Ela Divisional Secretariat,Kandana,restaurant restaurants,447
Tourist Shops,FINE GEM AND JEWELLERY,"298B,R.A.DE MEL MAWATHA,COLOMBO 03",Unrated,Colombo,MC,Colombo Divisional Secretariat,Colombo,shopping tourist-shops,448
Restaurants,FINGARA TOWN & COUNTRY CLUB,"NO. 50/21, OLD KESBEWA ROAD, RATHTHANAPITIYA, BORALESGAMUWA",A,Colombo,Boralesgamuwa,Kesbewa Divisional Secretariat,Boralesgamuwa,restaurants,449
Travel Agents,FINTRAVEL (PVT) LTD,"NO. 61, ALEXANDRA PLACE, COLOMBO 07",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,450
Tourist Shops,FIOR DRISSAGE JEWELLERS,"NO.42-D, COLOMBO ROAD, LIYANAGEMULLA, SEEDUWA",Unrated,Gampaha,Negombo,Negombo Divisional Secretariat,Seeduwa,tourist-shops,451
Travel Agents,FIRST CHOICE TRAVELS AND LEISURE PVT LTD,"909/2A, 51/1, ADHIKARAM MW, ETHULKOTTE, KOTTE",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Kotte,tour-operator travel-agents,452
Restaurants,FLAG & WHISTLE RESTAURANT & PUB,"NO.256,SETHMIL BUILDING,5TH FLOOR,SRIMATH RAMANATHAN MAWATHA,COLOMBO 15.",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 15.,nightlife restaurant restaurants,453
Restaurants,FLAMINGO HOUSE,"NO 56/5,58 A,HORTON PLACE,COLOMBO 07",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurants,454
Travel Agents,FLEX TRAVELS & TOURS,"NO.04, IBC ROAD, COLOMBO 06",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,455
Travel Agents,FLI LEISURE (PRIVATE) LIMITED,"NO. 465/3 ,K CYRIL C PERERA MAWATHA,COLOMBO 13.",Unrated,Colombo,MC,Colombo Divisional Secretariat,Colombo 13.,tour-operator travel-agents,456
Restaurants,FLORA REGION RESTAURANT,"NO.1/71,MONARAGALA ROAD,WELLAWAYA",A,Moneragala,Weeraketiya Pradeshiya Sabha,Wellawaya Divisional Secretariat,Wellawaya,restaurant restaurants,457
Restaurants,FLOWER CITY CHINESE GUEST HOUSE AND RESTAURANT,"NO.26,T.G JAWARDHANA MW COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,T.G Jawardhana Mw Colombo,asian-cuisine restaurant restaurants,458
Restaurants,FLOWER DRUM,"NO.26,THURSTON ROAD,COLOMBO03",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo,restaurants,459
Restaurants,FLOWER DRUM RESTAURANT,"418,PANNIPITIYA ROAD,PELAWATTE,BATTARAMULLA",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,Battaramulla,restaurant restaurants,460
Restaurants,FLOWER SONG RESTAURANT,"137,KOTUGODELLA VIDIYA,KANDY",A,Kandy,Kandy,Kandy Divisional Secretariat,Kandy,restaurant restaurants,461
Travel Agents,FLY WORLD,"147B 1/1, W. A SILVA MAWATHA,COLOMBO-06.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo-06.,tour-operator travel-agents,462
Travel Agents,FLYINSTYLE (PVT) LTD,"16,MILAGIRIYA AVENUE,COLOMBO 04",Unrated,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo,tour-operator travel-agents,463
Travel Agents,FLYWING TOURS,"NO.80/B,LUWIS PLACE,NEGOMBO",Unrated,Gampaha,Gampaha,Gampaha Divisional Secretariat,Negombo,tour-operator travel-agents,464
Restaurants,FOOD LIFE CONCEPTS,"27A,ANAGARIKA DHARMAPALA MW,KANDY.",A,Kandy,Kandy,Gagawata,Kandy.,restaurant restaurants,465
Travel Agents,FOOTPRINTS HOLIDAYS,"NO.99/26 M, OLD D.R.O ROAD, KANDANA",Unrated,Gampaha,Gampaha,Gampaha Divisional Secretariat,Kandana,tour-operator travel-agents,466
Travel Agents,FORTUNE LANKA TOURS AND TRAVELS {PVT}LTD,"NO. 623, 3/1, GALLE ROAD, MOUNT LAVINIA",Unrated,Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat,Mount Lavinia,tour-operator travel-agents,467
Restaurants,FREE TOWN RESTAURANT,"NO.05,NEW BUS STAND,A-PURA",B,Anuradhapura,Anuradhapura,Anuradhapura East,A-Pura,restaurant restaurants,468
Restaurants,FREE TRADE ZONE LIANA,"BOI SPORT COMPLEX,AWERIWATTA,KATUNAYAKE",B,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,Katunayake,restaurants,469
Restaurants,FREE WIND RESTAURANT & BAR,"NO 1285, KANDY ROAD, PALAIYOOTHU, TRINCO MALEE",A,Trincomalee,Uppuveli Trinco Malee,Trincomalee Divisional Secretariat,Trinco Malee,nightlife restaurant restaurants,470
Travel Agents,FRONTIER DESTINATIONS (PVT)LTD,"NO 14, 16TH LANE, COLOMBO-03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo-,tour-operator travel-agents,471
Travel Agents,FUN HOLIDAYS (PVT) LTD,"271, STANLEY THILAKARATNE MW, NUGEGODA.",Unrated,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,Nugegoda.,tour-operator travel-agents,472
Restaurants,FUNKY DE BAR,"NO:538/2,538/1,WEWALA,GALLE ROAD,HIKKADUWA",B,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,Hikkaduwa,nightlife restaurants,473
Water Sports Centers,FUNKY FRESH,"KANDAKULIYA KUDAWA,NORTH 03,KALPITIYA.",Unrated,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,Kalpitiya.,water-sports-centers watersport,474
Travel Agents,FUTURE HORIZON (PVT) LTD,"1A,JAYANTHIPURA , MAIN ROAD, BATTARAMULLA",Unrated,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,Battaramulla,tour-operator travel-agents,475
Travel Agents,G.G HAPPY TOUR,"YADDEHIMULLA ROAD,UNAWATUNA",Unrated,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,Unawatuna,tour-operator travel-agents,476
Travel Agents,GABO TRAVELS (PVT) LTD,"NO:11,BAGATALLE ROAD,COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,477
Travel Agents,GABO TRAVELS OVERSEAS (PVT) LTD,"NO:11,BAGATALLE ROAD,COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,478
Travel Agents,GALAXY TOURS,"NO 12,NORRIS CANAL ROAD,MARADANA,COLOMBO 10.",Unrated,Colombo,Colombo,Maradana,Colombo 10.,tour-operator travel-agents,479
Travel Agents,GALLE TRAVLS & TOURS (PVT) LTD,"NO.41, MARINE GRAND BANQUEST HALL, 2ND FLOOR, MARINE DRIVE, COLOMBO 06",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,480
Restaurants,GAMMANAYA ECO TOURISM RESTAURANT.,"MURAPOLA JUNCTION,SINHARAJA ROAD,DENIYAYA.",B,Matara,Matara,Kotapola Divisional Secretariat,Deniyaya.,restaurant restaurants,481
Travel Agents,GANISTA TRAVEL & LOGISTIC SOLUTION (PVT) LTD,"NO. 655 1/F, LAKE ROAD, BORALESGAMUWA",Unrated,Colombo,Boralesgamuwa,Colombo Divisional Secretariat,Boralesgamuwa,tour-operator travel-agents,482
Travel Agents,GARTON HOLIDAY'S (PVT) LTD,"NO.9/47, O6TH LANE, PAGODA ROAD, NUGEGODA",Unrated,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,Nugegoda,tour-operator travel-agents,483
Restaurants,GARTONS ARK RESTAURANT,"09/47, 06TH LANE, PAGODA ROAD, NUGEGODA.",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,Nugegoda.,restaurant restaurants,484
Restaurants,GAWRAWA NETHWAN,"NO:89/1,HIGHLEVEL ROAD,KOTTAWA,PANNIPITIYA",A,Colombo,Maharagama,Maharagama Divisional Secretariat,Pannipitiya,restaurants,485
Restaurants,GAYANS FAMILY RESTURANT,"296,HOSPITAL ROAD,NEW TOWN,MULLERIYAWA",B,Colombo,Kolonna Pradeshiya Sabha,Kolonnawa Divisional Secretariat,Mulleriyawa,restaurants,486
Travel Agents,GEM ISLAND TOURS & TRAVELS (PVT)LTD,"NO 07, GALLE FACE COURT 02,GALLE ROAD, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,shopping tour-operator travel-agents,487
Travel Agents,GEMINI TOURS & TRAVELS (PVT) LTD,"NO. 347, RAJAMAHA VIHARA ROAD, PINNIYARA, PITAKOTTE.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Pitakotte.,tour-operator travel-agents,488
Tourist Shops,GEMS CHAMBER-GEM BANK,N.06 EHELEPOLA-GM BANK,Unrated,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,N.06 Ehelepola-Gm Bank,shopping tourist-shops,489
Travel Agents,GEORGE STEUART TRAVEL LIMITED,"NO. 94A, DHARMAPALA MAWATHA, COLOMBO 07",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,490
Travel Agents,GET INTO LANKA TRAVELS & TOURS (PVT) LTD,"NO.87, MAKOLA SOUTH, MAKOLA",Unrated,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,Makola,tour-operator travel-agents,491
Travel Agents,GI TOURS,"BEGIN HILL ESTATE, HETTIPOLA ROAD, KARAGAHAGEDARA, KULIYAPITIYA",Unrated,Kurunegala,Kuliyapitiya Pradeshiya Sabha,Kuliyapitiya East Divisional Secretariat,Kuliyapitiya,tour-operator travel-agents,492
Restaurants,GIHANS CHINESEE RESTAURANT,"656 A,HIGH LEVAL RAOD,GANGODAVILA,NUGEGODA",A,Colombo,Colombo,Kotte Divisional Secretariat,Nugegoda,restaurant restaurants,493
Restaurants,GIHANS FAMILY RESTUARANT,"NO.90,S.DE.S.JAYASINGHA MAWATHA,KOHUWALA",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,Kohuwala,restaurants,494
Restaurants,GIMHAN RESTAURANT,"NO. 259/1/1, DANISTER DE SILVA MAWATHA, COLOMBO 09",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo,restaurant restaurants,495
Restaurants,GINZA HOHSEN JAPANESE RESTAURANT,"GINZA HOHSEN JAPANESE RESTAURANT,HILTON COLOMBO.",A,Colombo,Colombo,Colombo Divisional Secretariat,Hilton Colombo.,asian-cuisine restaurant restaurants,496
Restaurants,GIRES RESTAURANT,"40, KANDY ROAD,GAMPOLA",B,Kandy,Gampola,Gampola Divisional Secretariat,Gampola,restaurant restaurants,497
Travel Agents,GLOBAL CONNECTION TRAVELS & TOURS (PVT) LTD,"NO.9, CAL.T.G. JAYAWARDENA MAWATHA, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,498
Travel Agents,GLOBAL ECONOMICAL MICRO ENTERPRISES DEVELOPMENT (PVT) LTD,"NO. 136, MAIN STREET, SAINTHAMARUTHU - 01",Unrated,Ampara,Ampara,Ampara Divisional Secretariat,Sainthamaruthu -,tour-operator travel-agents,499
Travel Agents,GLOBAL HOLIDAY TOURS (PVT) LTD,"178,,HORANA ROAD, WEEDAGAMA,BANDARAGAMA",Unrated,Kalutara,Bandaragama Pradeshiya Sabha,Bandaragama Divisional Secretariat,Bandaragama,tour-operator travel-agents,500
Travel Agents,GLOBAL TRAVELS AND TOURS,"225,SECOND CROSS STREET,COLOMBO 11",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,501
Travel Agents,GLOBAL VILLAGE TRAVELS,"NO.215, MAIN STREET, NEGAMBO",Unrated,Gampaha,Negombo,Negombo Divisional Secretariat,Negambo,tour-operator travel-agents,502
Travel Agents,GO HOLIDAYS (PVT) LTD,"54, WALUKARAMA ROAD, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,503
Travel Agents,GO TRAVEL LANKA (PVT) LTD,"NO 465 1/1,GALLE ROAD,COLOMBO 3",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,504
Travel Agents,GO VACATION LANKA CO. (PVT) LTD,"NO. 46/26, JETWING HOUSE, NAVAM MAWATHA, COLOMBO 02",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,505
Travel Agents,GOGO LANKA (PVT) LTD,"NO. 271/ D, GALLE ROAD, MOUNT LAVINIA",Unrated,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,Mount Lavinia,tour-operator travel-agents,506
Restaurants,GOLDEN GRILL,"NO.45, NATIONAL HOLIDAY RESORT, BENTOTA",A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,Bentota,grill restaurants,507
Travel Agents,GOLDEN ISLE TRAVELS (PVT) LTD,"M-07, MEZZANINE FLOOR, GALADARI HOTEL, NO. 64, LOTUS ROAD, COLOMBO 01",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,508
Restaurants,GOLDEN MAID CHINESE RESTAURANT,"352,BASELINE ROAD,COLOMBO 9",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,asian-cuisine restaurant restaurants,509
Restaurants,GOLDEN MERMAID HOTELS,"359,GALLE ROAD,WARAHENA ,BENTOTA",A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,Bentota,restaurants,510
Restaurants,GOLDEN RIVER HOLIDAY RESORT,"GORAKAGAHA JUNCTION,BORALLA ROAD,WENNAPPUWA.",B,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,Wennappuwa.,restaurants stay tour-operator,511
Restaurants,GOLDEN SPOON SPICES,"27E, HOSPITAL ROAD, DEHIWELA",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,Dehiwela,restaurants,512
Restaurants,GOOD FOOD RESTAURANT,"NO 310,MODERA STREET, COLOMBO 15",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurant restaurants,513
Restaurants,GOODIES KITCHEN,"151/C,TEMPLERS RAOD,MOUNT LAVINIA",A,Colombo,Colombo,Ratmalana Divisional Secretariat,Mount Lavinia,restaurant restaurants,514
Travel Agents,GRACE VACATION TRAVEL (PRIVATE) LIMITED,"NO 74,THALAWATHUGODA ROAD,PITAKOTTE",Unrated,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,Pitakotte,tour-operator travel-agents,515
Restaurants,GRAND BEIJING SEAFOOD CHINESE RESTAURANT,"NO.62 A,DHARMAPALA MAWATHA,COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,asian-cuisine restaurant restaurants,516
Restaurants,GRAND HOLIDAY RESORT,"VENDERLAND MAWTHA,KOLINJADIYA",A,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,Kolinjadiya,restaurants stay tour-operator,517
Travel Agents,GRAND HOLIDAYS,"NO:966/4 I,PANNIPITIYA ROAD,PELEWATTA,BATTARAMULLA",Unrated,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,Battaramulla,tour-operator travel-agents,518
Travel Agents,GRAND HOLIDAYS LANKA (PVT) LTD,"NO 63, DEANSTON PLACE, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,519
Restaurants,GRAND LAKE HOTEL,"NO.04, LOYIDS AVENUE,BATTICALOA.",B,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,Batticaloa.,restaurants stay,520
